company,address,longitude,latitude,status,link_to_page,note
Amazon,"5109 Hayden Run Rd Hillard Ohio, USA  ",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-5109-hayden/,Part of Amazon AWS CMH - Hayden Campus
Amazon,"5113 Hayden Run Rd Hillard Ohio, USA  ",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-5113-hayden/,Part of Amazon AWS CMH - Hayden Campus
Amazon,"5117 Hayden Run Rd Hillard Ohio, USA  ",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-5117-hayden/,Part of Amazon AWS CMH - Hayden Campus
Amazon,"5121 Hayden Run Rd Hillard Ohio, USA  ",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-5121-hayden/,Part of Amazon AWS CMH - Hayden Campus
Amazon,"5125 Hayden Run Rd Hillard Ohio, USA  ",-1,-1,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-5125-hayden/,Part of Amazon AWS CMH - Hayden Campus
Amazon,"6645 Crosby Court Dublin Ohio, USA  ",-83.0955435,40.1042672,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-6645-crosby/,Part of Amazon AWS CMH - Crosby Campus
Amazon,"6655 Crosby Court Dublin Ohio, USA  ",-83.1067941,40.1032421,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-6655-crosby/,Part of Amazon AWS CMH - Crosby Campus
Amazon,"6665 Crosby Court Dublin Ohio, USA  ",-83.1068045,40.1031017,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-6665-crosby/,Part of Amazon AWS CMH - Crosby Campus
Amazon,"6675 Crosby Court Dublin Ohio, USA  ",-83.1068149,40.1029613,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-6675-crosby/,Part of Amazon AWS CMH - Crosby Campus
Amazon,"6685 Crosby Court Dublin Ohio, USA  ",-83.0966993,40.1050467,Active,https://www.datacentermap.com/usa/ohio/columbus/amazon-aws-cmh-6685-crosby/,Part of Amazon AWS CMH - Crosby Campus
